Name,Extension,EntryNumber,SequenceNumber,ParentEntryNumber,ParentSequenceNumber,ParentPath,UpdateSequenceNumber,UpdateTimestamp,UpdateReasons,FileAttributes,OffsetToData,SourceFile
$TxfLog.blf,.blf,33,1,30,1,,212056,2023-10-11 12:24:14.7275992,Close,Archive,212056,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,9,37,1,,212144,2023-10-11 12:24:14.7306005,DataTruncation,Archive,212144,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,9,37,1,,212240,2023-10-11 12:24:14.7306005,DataTruncation|FileDelete|Close,Archive,212240,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,10,37,1,,212336,2023-10-11 12:24:14.7952910,FileCreate,Archive,212336,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,10,37,1,,212432,2023-10-11 12:24:14.7961656,FileCreate|SecurityChange,Archive,212432,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,10,37,1,,212528,2023-10-11 12:24:14.7961656,DataExtend|FileCreate|SecurityChange,Archive,212528,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,10,37,1,,212624,2023-10-11 12:24:14.7989206,DataOverwrite|DataExtend|FileCreate|SecurityChange,Archive,212624,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,10,37,1,,212720,2023-10-11 12:24:14.7989206,DataOverwrite|DataExtend|FileCreate|SecurityChange|Close,Archive,212720,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,10,38,1,,212816,2023-10-11 12:24:14.7989206,FileCreate,Archive,212816,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,10,38,1,,212992,2023-10-11 12:24:14.7999165,DataExtend|FileCreate,Archive,212992,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,10,38,1,,213088,2023-10-11 12:24:14.8008850,DataOverwrite|DataExtend|FileCreate,Archive,213088,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB,.DB,39,1,38,1,,213184,2023-10-11 12:24:14.8008850,DataOverwrite,Archive,213184,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,10,38,1,,213264,2023-10-11 12:24:14.8018857,DataOverwrite|DataExtend|FileCreate|Close,Archive,213264,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,10,38,1,,213360,2023-10-11 12:24:14.8018857,RenameOldName,Archive,213360,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sdmys_7478B4440093271BABECE867,,782,10,38,1,,213456,2023-10-11 12:24:14.8018857,RenameNewName,Archive,213456,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sdmys_7478B4440093271BABECE867,,782,10,38,1,,213576,2023-10-11 12:24:14.8018857,FileDelete|RenameNewName|Close,Archive,213576,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB,.DB,39,1,38,1,,213696,2023-10-11 12:24:14.8018857,DataOverwrite|Close,Archive,213696,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,213776,2023-10-11 12:24:14.8038843,DataOverwrite,Archive,213776,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,213864,2023-10-11 12:24:14.8038843,DataOverwrite|Close,Archive,213864,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,213952,2023-10-11 12:24:14.8088839,Close,Archive,213952,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,10,37,1,,214040,2023-10-11 12:24:14.8108852,DataTruncation,Archive,214040,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,10,37,1,,214136,2023-10-11 12:24:14.8108852,DataTruncation|FileDelete|Close,Archive,214136,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,11,37,1,,214232,2023-10-11 12:24:14.8735223,FileCreate,Archive,214232,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,11,37,1,,214328,2023-10-11 12:24:14.8745154,FileCreate|SecurityChange,Archive,214328,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,11,37,1,,214424,2023-10-11 12:24:14.8745154,DataExtend|FileCreate|SecurityChange,Archive,214424,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,11,37,1,,214520,2023-10-11 12:24:14.8772576,DataOverwrite|DataExtend|FileCreate|SecurityChange,Archive,214520,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,11,37,1,,214616,2023-10-11 12:24:14.8772576,DataOverwrite|DataExtend|FileCreate|SecurityChange|Close,Archive,214616,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,11,38,1,,214712,2023-10-11 12:24:14.8772576,FileCreate,Archive,214712,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,11,38,1,,214808,2023-10-11 12:24:14.8782543,DataExtend|FileCreate,Archive,214808,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,11,38,1,,214904,2023-10-11 12:24:14.8792222,DataOverwrite|DataExtend|FileCreate,Archive,214904,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB,.DB,39,1,38,1,,215000,2023-10-11 12:24:14.8792222,DataOverwrite,Archive,215000,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,11,38,1,,215080,2023-10-11 12:24:14.8802220,DataOverwrite|DataExtend|FileCreate|Close,Archive,215080,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,11,38,1,,215176,2023-10-11 12:24:14.8802220,RenameOldName,Archive,215176,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sdmys_D484A17DFC7011BF5AB4A0A3,,782,11,38,1,,215272,2023-10-11 12:24:14.8802220,RenameNewName,Archive,215272,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sdmys_D484A17DFC7011BF5AB4A0A3,,782,11,38,1,,215392,2023-10-11 12:24:14.8802220,FileDelete|RenameNewName|Close,Archive,215392,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB,.DB,39,1,38,1,,215512,2023-10-11 12:24:14.8802220,DataOverwrite|Close,Archive,215512,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,215592,2023-10-11 12:24:14.8822212,DataOverwrite,Archive,215592,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,215680,2023-10-11 12:24:14.8822212,DataOverwrite|Close,Archive,215680,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,215768,2023-10-11 12:24:14.8862209,Close,Archive,215768,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,11,37,1,,215856,2023-10-11 12:24:14.8872209,DataTruncation,Archive,215856,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,11,37,1,,215952,2023-10-11 12:24:14.8872209,DataTruncation|FileDelete|Close,Archive,215952,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,12,37,1,,216048,2023-10-11 12:24:14.9515030,FileCreate,Archive,216048,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,12,37,1,,216144,2023-10-11 12:24:14.9523788,FileCreate|SecurityChange,Archive,216144,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,12,37,1,,216240,2023-10-11 12:24:14.9523788,DataExtend|FileCreate|SecurityChange,Archive,216240,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,12,37,1,,216336,2023-10-11 12:24:14.9550933,DataOverwrite|DataExtend|FileCreate|SecurityChange,Archive,216336,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,12,37,1,,216432,2023-10-11 12:24:14.9550933,DataOverwrite|DataExtend|FileCreate|SecurityChange|Close,Archive,216432,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,12,38,1,,216528,2023-10-11 12:24:14.9550933,FileCreate,Archive,216528,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,12,38,1,,216624,2023-10-11 12:24:14.9550933,DataExtend|FileCreate,Archive,216624,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,12,38,1,,216720,2023-10-11 12:24:14.9570962,DataOverwrite|DataExtend|FileCreate,Archive,216720,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB,.DB,39,1,38,1,,216816,2023-10-11 12:24:14.9570962,DataOverwrite,Archive,216816,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,12,38,1,,216896,2023-10-11 12:24:14.9580956,DataOverwrite|DataExtend|FileCreate|Close,Archive,216896,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,12,38,1,,216992,2023-10-11 12:24:14.9580956,RenameOldName,Archive,216992,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sdmys_393862CD2D31D9DF8072555B,,782,12,38,1,,217088,2023-10-11 12:24:14.9580956,RenameNewName,Archive,217088,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sdmys_393862CD2D31D9DF8072555B,,782,12,38,1,,217208,2023-10-11 12:24:14.9580956,FileDelete|RenameNewName|Close,Archive,217208,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB,.DB,39,1,38,1,,217328,2023-10-11 12:24:14.9580956,DataOverwrite|Close,Archive,217328,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,217408,2023-10-11 12:24:14.9600949,DataOverwrite,Archive,217408,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,217496,2023-10-11 12:24:14.9600949,DataOverwrite|Close,Archive,217496,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,217584,2023-10-11 12:24:14.9630940,Close,Archive,217584,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,12,37,1,,217672,2023-10-11 12:24:14.9650941,DataTruncation,Archive,217672,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,12,37,1,,217768,2023-10-11 12:24:14.9650941,DataTruncation|FileDelete|Close,Archive,217768,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,13,37,1,,217864,2023-10-11 12:24:15.0314737,FileCreate,Archive,217864,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,13,37,1,,217960,2023-10-11 12:24:15.0314737,FileCreate|SecurityChange,Archive,217960,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,13,37,1,,218056,2023-10-11 12:24:15.0314737,DataExtend|FileCreate|SecurityChange,Archive,218056,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,13,37,1,,218152,2023-10-11 12:24:15.0345181,DataOverwrite|DataExtend|FileCreate|SecurityChange,Archive,218152,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,13,37,1,,218248,2023-10-11 12:24:15.0345181,DataOverwrite|DataExtend|FileCreate|SecurityChange|Close,Archive,218248,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,13,38,1,,218344,2023-10-11 12:24:15.0354835,FileCreate,Archive,218344,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,13,38,1,,218440,2023-10-11 12:24:15.0354835,DataExtend|FileCreate,Archive,218440,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,13,38,1,,218536,2023-10-11 12:24:15.0364825,DataOverwrite|DataExtend|FileCreate,Archive,218536,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB,.DB,39,1,38,1,,218632,2023-10-11 12:24:15.0374822,DataOverwrite,Archive,218632,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,13,38,1,,218712,2023-10-11 12:24:15.0384816,DataOverwrite|DataExtend|FileCreate|Close,Archive,218712,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,13,38,1,,218808,2023-10-11 12:24:15.0384816,RenameOldName,Archive,218808,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sdmys_FAAC380CAE90FAFED91A7219,,782,13,38,1,,218904,2023-10-11 12:24:15.0384816,RenameNewName,Archive,218904,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sdmys_FAAC380CAE90FAFED91A7219,,782,13,38,1,,219024,2023-10-11 12:24:15.0384816,FileDelete|RenameNewName|Close,Archive,219024,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB,.DB,39,1,38,1,,219144,2023-10-11 12:24:15.0384816,DataOverwrite|Close,Archive,219144,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,219224,2023-10-11 12:24:15.0414810,DataOverwrite,Archive,219224,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,219312,2023-10-11 12:24:15.0424807,DataOverwrite|Close,Archive,219312,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,219400,2023-10-11 12:24:15.0454885,Close,Archive,219400,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,13,37,1,,219488,2023-10-11 12:24:15.0480553,DataTruncation,Archive,219488,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,13,37,1,,219584,2023-10-11 12:24:15.0480553,DataTruncation|FileDelete|Close,Archive,219584,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,14,37,1,,219680,2023-10-11 12:24:15.1102990,FileCreate,Archive,219680,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,14,37,1,,219776,2023-10-11 12:24:15.1102990,FileCreate|SecurityChange,Archive,219776,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,14,37,1,,219872,2023-10-11 12:24:15.1102990,DataExtend|FileCreate|SecurityChange,Archive,219872,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,14,37,1,,219968,2023-10-11 12:24:15.1138065,DataOverwrite|DataExtend|FileCreate|SecurityChange,Archive,219968,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,14,37,1,,220064,2023-10-11 12:24:15.1138065,DataOverwrite|DataExtend|FileCreate|SecurityChange|Close,Archive,220064,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,14,38,1,,220160,2023-10-11 12:24:15.1147746,FileCreate,Archive,220160,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,14,38,1,,220256,2023-10-11 12:24:15.1147746,DataExtend|FileCreate,Archive,220256,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,14,38,1,,220352,2023-10-11 12:24:15.1157725,DataOverwrite|DataExtend|FileCreate,Archive,220352,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB,.DB,39,1,38,1,,220448,2023-10-11 12:24:15.1157725,DataOverwrite,Archive,220448,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,14,38,1,,220528,2023-10-11 12:24:15.1167730,DataOverwrite|DataExtend|FileCreate|Close,Archive,220528,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,14,38,1,,220624,2023-10-11 12:24:15.1167730,RenameOldName,Archive,220624,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sdmys_C865348C73E699339E6247BE,,782,14,38,1,,220720,2023-10-11 12:24:15.1167730,RenameNewName,Archive,220720,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sdmys_C865348C73E699339E6247BE,,782,14,38,1,,220840,2023-10-11 12:24:15.1167730,FileDelete|RenameNewName|Close,Archive,220840,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB,.DB,39,1,38,1,,220960,2023-10-11 12:24:15.1167730,DataOverwrite|Close,Archive,220960,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,221040,2023-10-11 12:24:15.1207722,DataOverwrite,Archive,221040,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,221184,2023-10-11 12:24:15.1217716,DataOverwrite|Close,Archive,221184,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,221272,2023-10-11 12:24:15.1247723,Close,Archive,221272,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,14,37,1,,221360,2023-10-11 12:24:15.1267709,DataTruncation,Archive,221360,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,14,37,1,,221456,2023-10-11 12:24:15.1267709,DataTruncation|FileDelete|Close,Archive,221456,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,15,37,1,,221552,2023-10-11 12:24:15.1876333,FileCreate,Archive,221552,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,15,37,1,,221648,2023-10-11 12:24:15.1876333,FileCreate|SecurityChange,Archive,221648,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,15,37,1,,221744,2023-10-11 12:24:15.1886004,DataExtend|FileCreate|SecurityChange,Archive,221744,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,15,37,1,,221840,2023-10-11 12:24:15.1913032,DataOverwrite|DataExtend|FileCreate|SecurityChange,Archive,221840,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,15,37,1,,221936,2023-10-11 12:24:15.1913032,DataOverwrite|DataExtend|FileCreate|SecurityChange|Close,Archive,221936,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,15,38,1,,222032,2023-10-11 12:24:15.1913032,FileCreate,Archive,222032,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,15,38,1,,222128,2023-10-11 12:24:15.1922689,DataExtend|FileCreate,Archive,222128,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,15,38,1,,222224,2023-10-11 12:24:15.1932680,DataOverwrite|DataExtend|FileCreate,Archive,222224,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB,.DB,39,1,38,1,,222320,2023-10-11 12:24:15.1932680,DataOverwrite,Archive,222320,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,15,38,1,,222400,2023-10-11 12:24:15.1942676,DataOverwrite|DataExtend|FileCreate|Close,Archive,222400,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,15,38,1,,222496,2023-10-11 12:24:15.1942676,RenameOldName,Archive,222496,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sdmys_27ED4B8D282200C3AD10FB62,,782,15,38,1,,222592,2023-10-11 12:24:15.1942676,RenameNewName,Archive,222592,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sdmys_27ED4B8D282200C3AD10FB62,,782,15,38,1,,222712,2023-10-11 12:24:15.1942676,FileDelete|RenameNewName|Close,Archive,222712,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB,.DB,39,1,38,1,,222832,2023-10-11 12:24:15.1942676,DataOverwrite|Close,Archive,222832,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,222912,2023-10-11 12:24:15.1962682,DataOverwrite,Archive,222912,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,223000,2023-10-11 12:24:15.1962682,DataOverwrite|Close,Archive,223000,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,223088,2023-10-11 12:24:15.2002654,Close,Archive,223088,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,15,37,1,,223176,2023-10-11 12:24:15.2012652,DataTruncation,Archive,223176,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,15,37,1,,223272,2023-10-11 12:24:15.2012652,DataTruncation|FileDelete|Close,Archive,223272,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,16,37,1,,223368,2023-10-11 12:24:15.2667734,FileCreate,Archive,223368,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,16,37,1,,223464,2023-10-11 12:24:15.2667734,FileCreate|SecurityChange,Archive,223464,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,16,37,1,,223560,2023-10-11 12:24:15.2667734,DataExtend|FileCreate|SecurityChange,Archive,223560,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,16,37,1,,223656,2023-10-11 12:24:15.2688164,DataOverwrite|DataExtend|FileCreate|SecurityChange,Archive,223656,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,16,37,1,,223752,2023-10-11 12:24:15.2698190,DataOverwrite|DataExtend|FileCreate|SecurityChange|Close,Archive,223752,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,16,38,1,,223848,2023-10-11 12:24:15.2698190,FileCreate,Archive,223848,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,16,38,1,,223944,2023-10-11 12:24:15.2698190,DataExtend|FileCreate,Archive,223944,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,16,38,1,,224040,2023-10-11 12:24:15.2717815,DataOverwrite|DataExtend|FileCreate,Archive,224040,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB,.DB,39,1,38,1,,224136,2023-10-11 12:24:15.2717815,DataOverwrite,Archive,224136,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,16,38,1,,224216,2023-10-11 12:24:15.2727812,DataOverwrite|DataExtend|FileCreate|Close,Archive,224216,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB-journal,.DB-journal,782,16,38,1,,224312,2023-10-11 12:24:15.2727812,RenameOldName,Archive,224312,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sdmys_2435C19B5538D3CA02FEA530,,782,16,38,1,,224408,2023-10-11 12:24:15.2727812,RenameNewName,Archive,224408,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
sdmys_2435C19B5538D3CA02FEA530,,782,16,38,1,,224528,2023-10-11 12:24:15.2727812,FileDelete|RenameNewName|Close,Archive,224528,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
SYMEFA.DB,.DB,39,1,38,1,,224648,2023-10-11 12:24:15.2727812,DataOverwrite|Close,Archive,224648,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,224728,2023-10-11 12:24:15.2747810,DataOverwrite,Archive,224728,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,224816,2023-10-11 12:24:15.2757805,DataOverwrite|Close,Archive,224816,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
$TxfLog.blf,.blf,33,1,30,1,,224904,2023-10-11 12:24:15.2787803,Close,Archive,224904,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,16,37,1,,224992,2023-10-11 12:24:15.2807802,DataTruncation,Archive,224992,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,16,37,1,,225088,2023-10-11 12:24:15.2807802,DataTruncation|FileDelete|Close,Archive,225088,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,17,37,1,,225184,2023-10-11 12:24:15.3452904,FileCreate,Archive,225184,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,17,37,1,,225280,2023-10-11 12:24:15.3452904,FileCreate|SecurityChange,Archive,225280,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,17,37,1,,225376,2023-10-11 12:24:15.3452904,DataExtend|FileCreate|SecurityChange,Archive,225376,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
LightningSand.CFD,.CFD,781,17,37,1,,225472,2023-10-11 12:24:15.3482968,DataOverwrite|DataExtend|FileCreate|SecurityChange,Archive,225472,..\htb\challenges\NC3\mount\$Extend\$UsnJrnl:$J
